STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BA,Bosnia and Herzegovina,2019,,133,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BA,Bosnia and Herzegovina,2020,,97,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BA,Bosnia and Herzegovina,2021,,138,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BA,Bosnia and Herzegovina,2022,,197,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BA,Bosnia and Herzegovina,2023,,228,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BA,Bosnia and Herzegovina,2024,,210,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2013,,97,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2014,,105,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2015,,105,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2016,,106,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2017,,110,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2018,,127,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2019,,167,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2020,,194,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2021,,237,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2022,,297,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2023,,454,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BE,Belgium,2024,,605,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2016,,1049,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2017,,981,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2018,,1082,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2019,,1141,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2020,,1186,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2021,,1235,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2022,,1384,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2023,,1488,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,BG,Bulgaria,2024,,1576,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2013,,264,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2014,,249,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2015,,242,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2016,,225,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2017,,220,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2018,,228,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2019,,234,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2020,,238,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2021,,279,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2022,,331,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2023,,452,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CH,Switzerland,2024,,632,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2013,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2014,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2015,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2016,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2017,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2018,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2019,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2020,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2021,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2022,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2023,,41,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CY,Cyprus,2024,,43,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2013,,1985,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2014,,1349,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2015,,1773,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2016,,1914,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2017,,1975,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2018,,2343,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2019,,2533,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2020,,2694,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2021,,2599,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2022,,2713,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2023,,2184,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,CZ,Czechia,2024,,2208,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2000,,791,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2007,,1645,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2013,,2125,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2014,,2068,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2015,,1919,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2016,,1808,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2017,,1389,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2018,,1386,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2019,,1544,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2020,,1854,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2021,,2423,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2022,,3057,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2023,,3912,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DE,Germany,2024,,4846,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2013,,29,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2014,,50,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2015,,39,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2016,,81,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2017,,161,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2018,,162,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2019,,241,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2020,,265,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2021,,487,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2022,,886,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2023,,1113,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,DK,Denmark,2024,,1113,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2013,,106,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2014,,118,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2015,,125,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2016,,134,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2017,,159,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2018,,158,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2019,,227,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2020,,346,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2021,,509,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2022,,762,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2023,,741,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,EE,Estonia,2024,,726,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2013,,1176,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2014,,1233,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2015,,1891,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2016,,2232,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2017,,2577,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2018,,2991,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2019,,3556,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2020,,3952,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2021,,4506,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2022,,5141,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2023,,5794,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,ES,Spain,2024,,6522,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2013,,132,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2014,,134,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2015,,135,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2016,,156,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2017,,168,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2018,,161,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2019,,210,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2020,,246,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2021,,442,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2022,,731,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2023,,839,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FI,Finland,2024,,1161,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2013,,2926,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2014,,2914,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2015,,3035,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2016,,3038,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2017,,3186,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2018,,3332,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2019,,3942,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2020,,4970,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2021,,7232,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2022,,9166,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,FR,France,2023,,10659,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ALT,Alternative energy,GE,Georgia,2017,,37918,,,,,
