STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MK,North Macedonia,2013,,2671,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MK,North Macedonia,2014,,2853,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MK,North Macedonia,2015,,2962,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2013,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2014,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2015,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2016,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2017,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2018,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2019,,2,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2020,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2021,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2022,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2023,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,MT,Malta,2024,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2015,,39,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2016,,40,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2017,,44,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2018,,35,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2019,,52,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2020,,119,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2021,,118,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2022,,116,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2023,,116,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NL,Netherlands,2024,,130,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2016,,22,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2017,,34,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2018,,119,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2019,,124,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2020,,162,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2021,,105,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2022,,106,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2023,,165,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,NO,Norway,2024,,175,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PL,Poland,2018,,296,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PL,Poland,2019,,201,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PL,Poland,2020,,211,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PL,Poland,2021,,210,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PL,Poland,2022,,210,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PL,Poland,2023,,208,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2013,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2014,,3,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2015,,3,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2016,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2017,,8,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2018,,8,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2019,,18,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2020,,18,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2021,,18,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2022,,18,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2023,,20,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,PT,Portugal,2024,,21,,p,provisional,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,RO,Romania,2018,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,RO,Romania,2019,,2,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,RO,Romania,2020,,176,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,RO,Romania,2021,,274,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,RO,Romania,2022,,316,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,RO,Romania,2023,,417,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,RO,Romania,2024,,470,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2013,,42,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2014,,45,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2015,,53,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2016,,51,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2017,,54,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2018,,51,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2019,,62,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2020,,41,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2021,,29,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2022,,27,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2023,,125,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,SE,Sweden,2024,,118,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2017,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2018,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2019,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2020,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2021,,1,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2022,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2023,,5,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,TR,Türkiye,2024,,4,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,UK,United Kingdom,2015,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,UK,United Kingdom,2016,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,UK,United Kingdom,2021,,28,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,UK,United Kingdom,2022,,28,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,UK,United Kingdom,2023,,30,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,XK,Kosovo*,2017,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,XK,Kosovo*,2018,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,XK,Kosovo*,2019,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_HYB,Hybrid diesel-electric,XK,Kosovo*,2021,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_PI,Plug-in hybrid diesel-electric  ,AL,Albania,2014,,0,,,,,
dataflow,ESTAT:ROAD_EQS_BUSMOT(1.0),"Motor coaches, buses and trolley buses, by type of motor energy",A,Annual,NR,Number,ELC_DIE_PI,Plug-in hybrid diesel-electric  ,AL,Albania,2015,,0,,,,,
