STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,engine,Engine capacity of vehicle,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AL,Albania,2023,,15075,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AL,Albania,2024,,18667,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,1999,,261000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2000,,254000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2001,,250000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2002,,226000,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2003,,221000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2004,,214000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2005,,207000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2006,,202000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2007,,198000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2008,,196000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2009,,193000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2010,,190000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2011,,184000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2012,,178000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2013,,174689,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2014,,168749,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2015,,167440,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2016,,165668,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2017,,165887,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2018,,168007,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2019,,169691,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2020,,173120,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2021,,178101,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2022,,182966,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2023,,189433,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,AT,Austria,2024,,196976,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2013,,8207,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2014,,7588,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2015,,9442,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2016,,9429,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2017,,7226,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2018,,7088,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2019,,6982,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2020,,6486,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2021,,6808,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2022,,7086,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2023,,7443,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BA,Bosnia and Herzegovina,2024,,7915,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2005,,222000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2006,,205000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2007,,191000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2008,,179000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2009,,170000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2010,,164000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2011,,157000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2012,,146000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2013,,142579,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2014,,142589,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2015,,145797,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2016,,152995,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2017,,160294,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2018,,167044,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2019,,171724,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2020,,178407,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2021,,189700,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2022,,200195,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,BE,Belgium,2023,,216252,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,1998,,797000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,1999,,821000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2000,,839000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2001,,862000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2002,,878000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2003,,883000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2004,,885000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2005,,880000,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2006,,871000,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2007,,858000,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2008,,827000,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2009,,803000,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2010,,803000,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2011,,758000,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2012,,724000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2013,,697721,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2014,,664924,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2015,,636250,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2016,,611071,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2017,,586746,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2018,,566582,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2019,,546772,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2020,,537810,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2021,,530708,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2022,,520815,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2023,,523549,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CH,Switzerland,2024,,523027,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CY,Cyprus,2005,,13000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CY,Cyprus,2006,,14000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CY,Cyprus,2007,,14000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CY,Cyprus,2008,,15000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,CC_GE2000,2 000 cm³ or over,CY,Cyprus,2009,,16000,,,,,
